 Offset(V)  Session     WindowStation          Atom  RefCount    HIndex     Pinned   Name
0x17930da8 ---------- ------------------     0xc0ad     18        173         0      MSUIM.Msg.ThreadMarshal
0x17930da8 ---------- ------------------     0xc0d7     3         215         0      SubclassedFSNotify
0x17930da8 ---------- ------------------     0xc0f9     2         249         0      AvgWndClass_Tray
0x17930da8 ---------- ------------------     0xc10b     2         267         0      BadApplicationNotificationWindowClass
0x17930da8 ---------- ------------------     0xc120     2         288         0      GDI+ Accessibility
0x17930da8 ---------- ------------------     0xc131     2         305         0      application/pdf
0x17930da8 ---------- ------------------     0xc10c     4         268         0      SysFader
0x17930da8 ---------- ------------------     0xc18a     1         394         0      RTF in UTF8
0x17930da8 ---------- ------------------     0xc02f     1          47         1      SysWNDO
0x17930da8 ---------- ------------------     0xc06c     9         108         0      WOWLFChange
0x17930da8 ---------- ------------------     0xc07e     18        126         0      MSIMEReconvert
0x17930da8 ---------- ------------------     0xc080     24        128         0      MSIMEQueryPosition
0x17930da8 ---------- ------------------     0xc081     18        129         0      MSIMEModeBias
0x17930da8 ---------- ------------------     0xc11c     2         284         0      SALSUBFRAME
0x17930da8 ---------- ------------------     0xc140     3         320         0      image/x-icon
0x17930da8 ---------- ------------------     0xc18c     1         396         0      RICHEDIT
0x17930da8 ---------- ------------------     0xc024     1          36         1      DDEMLAnsiServer
0x17930da8 ---------- ------------------     0xc06e     9         110         0      WOWCHOOSEFONT_GETLOGFONT
0x17930da8 ---------- ------------------     0xc06f     18        111         0      commdlg_LBSelChangedNotify
0x17930da8 ---------- ------------------     0xc0ca     2         202         0      Logical Performed DropEffect
0x17930da8 ---------- ------------------     0xc0d1     2         209         0      Briefcase File Object
0x17930da8 ---------- ------------------     0xc0d2     2         210         0      DropEffectFolderList
0x17930da8 ---------- ------------------     0xc0fa     2         250         0      SapiTipWorkerClassV1.0
0x17930da8 ---------- ------------------     0xc11a     5         282         0      C:\Program Files\OpenOffice.org 3\program\soffice.bin
0x17930da8 ---------- ------------------     0xc126     2         294         0      TreeList
0x17930da8 ---------- ------------------     0xc128     2         296         0      SO Executer Class
0x17930da8 ---------- ------------------     0xc13a     3         314         0      image/png
0x17930da8 ---------- ------------------     0xc184     3         388         0      AC_SearchComplete
0x17930da8 ---------- ------------------     0xc04f     28         79         0      6.0.2600.5512!ReBarWindow32
0x17930da8 ---------- ------------------     0xc068     28        104         0      SysLink
0x17930da8 ---------- ------------------     0xc079     24        121         0      MSCTFIME UI
0x17930da8 ---------- ------------------     0xc0d6     3         214         0      ShellFileOpened
0x17930da8 ---------- ------------------     0xc0e1     1         225         0      OLEUI_MSG_CHANGESOURCE
0x17930da8 ---------- ------------------     0xc13f     3         319         0      image/x-wmf
0x17930da8 ---------- ------------------     0xc17d     2         381         0      Outlook Express Message View
0x17930da8 ---------- ------------------     0xc19b     2         411         0      DirectUIHWND
0x17930da8 ---------- ------------------     0xc008     1          8          1      NetworkName
0x17930da8 ---------- ------------------     0xc012     1          18         1      MSDraw
0x17930da8 ---------- ------------------     0xc0d4     4         212         0      SHELLDLL_DefView
0x17930da8 ---------- ------------------     0xc0ec     3         236         0      RichEdit Text and Objects
0x17930da8 ---------- ------------------     0xc0f1     2         241         0      AvgMsgPostponeUpgrade
0x17930da8 ---------- ------------------     0xc0e8     2         232         0      BrStsWnd
0x17930da8 ---------- ------------------     0xc18f     1         399         0      Outlook Express Recipients
0x17930da8 ---------- ------------------     0xc001     1          1          1      USER32
0x17930da8 ---------- ------------------     0xc026     1          38         1      IME
0x17930da8 ---------- ------------------     0xc071     19        113         0      commdlg_FileNameOK
0x17930da8 ---------- ------------------     0xc09d     2         157         0      winmm_devicechange
0x17930da8 ---------- ------------------     0xc0c9     2         201         0      Performed DropEffect
0x17930da8 ---------- ------------------     0xc0cf     2         207         0      TargetCLSID
0x17930da8 ---------- ------------------     0xc12c     2         300         0      text/richtext
0x17930da8 ---------- ------------------     0xc12f     2         303         0      application/base64
0x17930da8 ---------- ------------------     0xc157     1         343         0      ## Athena_Account_Manager_Notification_Message ##
0x17930da8 ---------- ------------------     0xc15d     1         349         0      Outlook Express Messages
0x17930da8 ---------- ------------------     0xc010     1          16         1      OleDraw
0x17930da8 ---------- ------------------     0xc033     1          51         1      OTHERWINDOWCREATED
0x17930da8 ---------- ------------------     0xc069     28        105         0      6.0.2600.5512!SysLink
0x17930da8 ---------- ------------------     0xc075     18        117         0      commdlg_help
0x17930da8 ---------- ------------------     0xc0a4     2         164         0      MSTaskSwWClass
0x17930da8 ---------- ------------------     0xc0c4     2         196         0      Shell IDLData Private
0x17930da8 ---------- ------------------     0xc0c5     4         197         0      FileNameMapW
0x17930da8 ---------- ------------------     0xc104     2         260         0      SystemTray_Main
0x17930da8 ---------- ------------------     0xc127     2         295         0      SO Listener Class
0x17930da8 ---------- ------------------     0xc14b     2         331         0      application/x-netcdf
0x17930da8 ---------- ------------------     0xc14e     2         334         0      application/xml
0x17930da8 ---------- ------------------     0xc150     1         336         0      message/rfc822
0x17930da8 ---------- ------------------     0xc166     2         358         0      Outlook Express Navigation Pane
0x17930da8 ---------- ------------------     0xc194     2         404         0      IEFrame
0x17930da8 ---------- ------------------     0xc007     1          7          1      FileNameW
0x17930da8 ---------- ------------------     0xc021     1          33         1      DMGClass
0x17930da8 ---------- ------------------     0xc08e     18        142         0      MSWHEEL_ROLLMSG
0x17930da8 ---------- ------------------     0xc0ba     2         186         0      CMBFullCancel
0x17930da8 ---------- ------------------     0xc0bb     2         187         0      CMBDragCancel
0x17930da8 ---------- ------------------     0xc0e6     2         230         0      CActivityMonitor::Window
0x17930da8 ---------- ------------------     0xc137     4         311         0      image/jpeg
0x17930da8 ---------- ------------------     0xc161     2         353         0      SizableRebar
0x17930da8 ---------- ------------------     0xc164     2         356         0      FolderBar Window
0x17930da8 ---------- ------------------     0xc17e     2         382         0      Outlook Express Message List
0x17930da8 ---------- ------------------     0xc18b     1         395         0      RTF with NCRs for nonASCII
0x17930da8 ---------- ------------------     0xc1a4     2         420         0      SCardUISmartCardStatus
0x17930da8 ---------- ------------------     0xc016     1          22         1      MoreOlePrivateData
0x17930da8 ---------- ------------------     0xc036     1          54         1      Ghost
0x17930da8 ---------- ------------------     0xc04c     72         76         0      SysPager
0x17930da8 ---------- ------------------     0xc07b     24        123         0      MSIMEService
0x17930da8 ---------- ------------------     0xc084     18        132         0      MSIMEKeyMap
0x17930da8 ---------- ------------------     0xc08f     11        143         0      TaskbarCreated
0x17930da8 ---------- ------------------     0xc0a6     6         166         0      CLIPBRDWNDCLASS
0x17930da8 ---------- ------------------     0xc0a7     18        167         0      MSUIM.Msg.Private
0x17930da8 ---------- ------------------     0xc0a9     18        169         0      MSUIM.Msg.ThreadTerminate
0x17930da8 ---------- ------------------     0xc0de     1         222         0      OLEUI_MSG_CHANGEICON
0x17930da8 ---------- ------------------     0xc0eb     6         235         0      Rich Text Format
0x17930da8 ---------- ------------------     0xc107     2         263         0      MSGSHotmailSP
0x17930da8 ---------- ------------------     0xc118     2         280         0      C:\Program Files\Brownie\Brnipmon.exe
0x17930da8 ---------- ------------------     0xc156     2         342         0      Ath_ThumbNail
0x17930da8 ---------- ------------------     0xc158     2         344         0      ConnectionNotify
0x17930da8 ---------- ------------------     0xc19a     2         410         0      DUIViewWndClassName
0x17930da8 ---------- ------------------     0xc018     1          24         1      Edit
0x17930da8 ---------- ------------------     0xc01c     1          28         1      ComboBox
0x17930da8 ---------- ------------------     0xc038     1          56         1      OleMainThreadWndClass
0x17930da8 ---------- ------------------     0xc03e     72         62         0      msctls_statusbar32
0x17930da8 ---------- ------------------     0xc040     72         64         0      SysHeader32
0x17930da8 ---------- ------------------     0xc078     2         120         0      SAS window class
0x17930da8 ---------- ------------------     0xc098     2         152         0      Shell_TrayWnd
0x17930da8 ---------- ------------------     0xc0b2     18        178         0      MSUIM.Msg.MuiMgrDirtyUpdate
0x17930da8 ---------- ------------------     0xc087     5         135         0      XElementButtonFocusChange
0x17930da8 ---------- ------------------     0xc0f8     2         248         0      C:\PROGRA~1\AVG\AVG9\avgtray.exe
0x17930da8 ---------- ------------------     0xc0e5     2         229         0      MSGSBlObj
0x17930da8 ---------- ------------------     0xc100     2         256         0      BrStsErrLogThWnd
0x17930da8 ---------- ------------------     0xc169     2         361         0      Outlook Express Address Book Control
0x17930da8 ---------- ------------------     0xc171     1         369         0      MS Forms CLSID
0x17930da8 ---------- ------------------     0xc005     1          5          1      Binary
0x17930da8 ---------- ------------------     0xc013     1          19         1      Ole Private Data
0x17930da8 ---------- ------------------     0xc035     1          53         1      Message
0x17930da8 ---------- ------------------     0xc073     31        115         0      commdlg_SetRGBColor
0x17930da8 ---------- ------------------     0xc07d     18        125         0      MSIMEReconvertRequest
0x17930da8 ---------- ------------------     0xc0d3     2         211         0      Autoplay Enumerated IDList Array
0x17930da8 ---------- ------------------     0xc106     2         262         0      CSessionMonitor::Window
0x17930da8 ---------- ------------------     0xc116     3         278         0      SYSTEM_WINDOW_ACTIVATED
0x17930da8 ---------- ------------------     0xc133     2         307         0      audio/basic
0x17930da8 ---------- ------------------     0xc149     2         329         0      application/octet-stream
0x17930da8 ---------- ------------------     0xc162     2         354         0      Outlook Express Outlook Bar
0x17930da8 ---------- ------------------     0xc167     2         359         0      ThorTreeViewWndClass
0x17930da8 ---------- ------------------     0xc16f     2         367         0      ##MimeEdit_Server
0x17930da8 ---------- ------------------     0xc17a     1         378         0      application/hta
0x17930da8 ---------- ------------------     0xc015     1          21         1      OleClipboardPersistOnFlush
0x17930da8 ---------- ------------------     0xc01d     1          29         1      MDIClient
0x17930da8 ---------- ------------------     0xc020     1          32         1      DDEMLMom
0x17930da8 ---------- ------------------     0xc05f     28         95         0      6.0.2600.5512!SysPager
0x17930da8 ---------- ------------------     0xc06d     9         109         0      WOWDirChange
0x17930da8 ---------- ------------------     0xc077     56        119         0      {FB8F0821-0164-101B-84ED-08002B2EC713}
0x17930da8 ---------- ------------------     0xc0ab     18        171         0      MSUIM.Msg.LangBarModal
0x17930da8 ---------- ------------------     0xc115     3         277         0      C:\Program Files\AVG\AVG9\AVGUIRES.DLL
0x17930da8 ---------- ------------------     0xc117     2         279         0      AfxFrameOrView42s
0x17930da8 ---------- ------------------     0xc172     1         370         0      MS Forms Text
0x17930da8 ---------- ------------------     0xc003     1          3          1      OwnerLink
0x17930da8 ---------- ------------------     0xc00a     1          10         1      Embedded Object
0x17930da8 ---------- ------------------     0xc04d     72         77         0      NativeFontCtl
0x17930da8 ---------- ------------------     0xc051     28         81         0      6.0.2600.5512!msctls_statusbar32
0x17930da8 ---------- ------------------     0xc053     28         83         0      6.0.2600.5512!SysHeader32
0x17930da8 ---------- ------------------     0xc063     28         99         0      6.0.2600.5512!Edit
0x17930da8 ---------- ------------------     0xc065     28        101         0      6.0.2600.5512!Combobox
0x17930da8 ---------- ------------------     0xc0a2     1         162         0      AVGUpdateApp
0x17930da8 ---------- ------------------     0xc0b1     18        177         0      MSUIM.Msg.LBUpdate
0x17930da8 ---------- ------------------     0xc0b7     4         183         0      BaseBar
0x17930da8 ---------- ------------------     0xc0cc     4         204         0      UniformResourceLocator
0x17930da8 ---------- ------------------     0xc0dd     1         221         0      OLEUI_MSG_BROWSE
0x17930da8 ---------- ------------------     0xc0da     3         218         0      C:\WINDOWS\system32\MSCTF.dll
0x17930da8 ---------- ------------------     0xc0ed     2         237         0      HotKeysCatcher
0x17930da8 ---------- ------------------     0xc134     2         308         0      audio/wav
0x17930da8 ---------- ------------------     0xc14a     2         330         0      application/x-cdf
0x17930da8 ---------- ------------------     0xc174     2         372         0      ThorConnWndClass
0x17930da8 ---------- ------------------     0xc175     2         373         0      Internet Explorer_Hidden
0x17930da8 ---------- ------------------     0xc18e     2         398         0      C:\WINDOWS\system32\RICHED20.DLL
0x17930da8 ---------- ------------------     0xc193     2         403         0      ExploreWClass
0x17930da8 ---------- ------------------     0xc01a     1          26         1      ListBox
0x17930da8 ---------- ------------------     0xc01b     1          27         1      ScrollBar
0x17930da8 ---------- ------------------     0xc047     72         71         0      SysAnimate32
0x17930da8 ---------- ------------------     0xc09b     2         155         0      Welcome Finished
0x17930da8 ---------- ------------------     0xc0aa     18        170         0      MSUIM.Msg.ThreadItemChange
0x17930da8 ---------- ------------------     0xc0f0     2         240         0      AvgMsgPostponeReboot
0x17930da8 ---------- ------------------     0xc0f3     4         243         0      AvgDlgAppPopupIEWndNotify
0x17930da8 ---------- ------------------     0xc0e4     4         228         0      OleDdeWndClass
0x17930da8 ---------- ------------------     0xc11f     2         287         0      GDI+ Hook Window Class
0x17930da8 ---------- ------------------     0xc124     2         292         0      MdmDevChg
0x17930da8 ---------- ------------------     0xc112     1         274         0      ConsoleProgmanHandle
0x17930da8 ---------- ------------------     0xc12d     2         301         0      image/x-xbitmap
0x17930da8 ---------- ------------------     0xc15a     2         346         0      Identity Mgr Notify
0x17930da8 ---------- ------------------     0xc16c     2         364         0      ATL:tooltips_class32
0x17930da8 ---------- ------------------     0xc19e     2         414         0      Inet Notify_Hidden
0x17930da8 ---------- ------------------     0xc00b     1          11         1      Embed Source
0x17930da8 ---------- ------------------     0xc076     32        118         0      MSJSTICK_VJOYD_MSGSTR
0x17930da8 ---------- ------------------     0xc082     18        130         0      MSIMEShowImePad
0x17930da8 ---------- ------------------     0xc0bf     2         191         0      Shell Object Offsets
0x17930da8 ---------- ------------------     0xc0ce     2         206         0      DragContext
0x17930da8 ---------- ------------------     0xc08d     5         141         0      XElementNavigateOut
0x17930da8 ---------- ------------------     0xc0db     1         219         0      OLEUI_MSG_HELP
0x17930da8 ---------- ------------------     0xc0f5     1         245         0      avg_expander_recalc_layout
0x17930da8 ---------- ------------------     0xc105     2         261         0      BrStsResultWnd
0x17930da8 ---------- ------------------     0xc129     1         297         0      SO KillTray
0x17930da8 ---------- ------------------     0xc13e     3         318         0      image/x-emf
0x17930da8 ---------- ------------------     0xc143     3         323         0      video/mpeg
0x17930da8 ---------- ------------------     0xc146     2         326         0      application/x-gzip-compressed
0x17930da8 ---------- ------------------     0xc173     2         371         0      Outlook Express FolderSync Window Class
0x17930da8 ---------- ------------------     0xc17b     2         379         0      Internet Explorer_Server
0x17930da8 ---------- ------------------     0xc030     1          48         1      SysIMEL
0x17930da8 ---------- ------------------     0xc060     28         96         0      6.0.2600.5512!NativeFontCtl
0x17930da8 ---------- ------------------     0xc07c     18        124         0      MSIMEUIReady
0x17930da8 ---------- ------------------     0xc085     4         133         0      WinscardSessionChangeWndClass
0x17930da8 ---------- ------------------     0xc0b9     2         185         0      CMBPopupOpen
0x17930da8 ---------- ------------------     0xc0cb     2         203         0      Paste Succeeded
0x17930da8 ---------- ------------------     0xc0ee     2         238         0      commdlg_FindReplace
0x17930da8 ---------- ------------------     0xc119     2         281         0      BRNIPMon
0x17930da8 ---------- ------------------     0xc14d     34        333         0      text/xml
0x17930da8 ---------- ------------------     0xc168     2         360         0      Outlook Express Pane Frame
0x17930da8 ---------- ------------------     0xc17f     3         383         0      WM_ATLGETHOST
0x17930da8 ---------- ------------------     0xc195     4         405         0      C:\WINDOWS\system32\SHELL32.dll
0x17930da8 ---------- ------------------     0xc01e     1          30         1      ComboLBox
0x17930da8 ---------- ------------------     0xc02b     1          43         1      SysCP
0x17930da8 ---------- ------------------     0xc037     1          55         1      SysShadow
0x17930da8 ---------- ------------------     0xc05a     28         90         0      6.0.2600.5512!SysAnimate32
0x17930da8 ---------- ------------------     0xc064     28        100         0      6.0.2600.5512!Listbox
0x17930da8 ---------- ------------------     0xc067     28        103         0      6.0.2600.5512!ScrollBar
0x17930da8 ---------- ------------------     0xc074     18        116         0      Shell IDList Array
0x17930da8 ---------- ------------------     0xc09e     2         158         0      TrayNotifyWnd
0x17930da8 ---------- ------------------     0xc0b4     4         180         0      CTrayIconWndClass
0x17930da8 ---------- ------------------     0xc08b     5         139         0      DUI_UIA_InvokeHelperMsg
0x17930da8 ---------- ------------------     0xc0dc     1         220         0      OLEUI_MSG_ENDDIALOG
0x17930da8 ---------- ------------------     0xc0ef     11        239         0      FmtTextHyperLinkClick
0x17930da8 ---------- ------------------     0xc102     2         258         0      BrStsStdLogThWnd
0x17930da8 ---------- ------------------     0xc142     3         322         0      video/x-msvideo
0x17930da8 ---------- ------------------     0xc189     2         393         0      RichEdit20A
0x17930da8 ---------- ------------------     0xc196     2         406         0      CabinetWClass
0x17930da8 ---------- ------------------     0xc197     1         407         0      CMBIgnoreNextDeselect
0x17930da8 ---------- ------------------     0xc1a0     2         416         0      SCardUIReaderRemoval
