Pid      Process              Base       InLoad InInit InMem MappedPath
    1052 svchost.exe          0x76fb0000 True   True   True  \WINDOWS\system32\winrnr.dll
    1052 svchost.exe          0x74370000 True   True   True  \WINDOWS\system32\winipsec.dll
    1052 svchost.exe          0x74f90000 True   True   True  \WINDOWS\system32\dmserver.dll
    1052 svchost.exe          0x76bb0000 True   True   True  \WINDOWS\system32\sfc.dll
    1052 svchost.exe          0x76e90000 True   True   True  \WINDOWS\system32\rasman.dll
    1052 svchost.exe          0x76b20000 True   True   True  \WINDOWS\system32\atl.dll
    1052 svchost.exe          0x57d70000 True   True   True  \WINDOWS\system32\h323.tsp
    1052 svchost.exe          0x76620000 True   True   True  \WINDOWS\system32\comsvcs.dll
    1052 svchost.exe          0x76c30000 True   True   True  \WINDOWS\system32\wintrust.dll
    1052 svchost.exe          0x72240000 True   True   True  \WINDOWS\system32\rasppp.dll
    1052 svchost.exe          0x7c9c0000 True   True   True  \WINDOWS\system32\shell32.dll
    1052 svchost.exe          0x7e720000 True   True   True  \WINDOWS\system32\sxs.dll
    1052 svchost.exe          0x76d60000 True   True   True  \WINDOWS\system32\iphlpapi.dll
    1052 svchost.exe          0x77a80000 True   True   True  \WINDOWS\system32\crypt32.dll
    1052 svchost.exe          0x75090000 True   True   True  \WINDOWS\system32\srvsvc.dll
    1052 svchost.exe          0x600a0000 True   True   True  \WINDOWS\system32\mspatcha.dll
    1052 svchost.exe          0x762c0000 True   True   True  \WINDOWS\system32\wbem\wbemcore.dll
    1052 svchost.exe          0x768d0000 True   True   True  \WINDOWS\system32\rasdlg.dll
    1052 svchost.exe          0x76ee0000 True   True   True  \WINDOWS\system32\rasapi32.dll
    1052 svchost.exe          0x4d4f0000 True   True   True  \WINDOWS\system32\winhttp.dll
    1052 svchost.exe          0x77b20000 True   True   True  \WINDOWS\system32\msasn1.dll
    1112 svchost.exe          0x01000000 True   False  True  \WINDOWS\system32\svchost.exe
    1112 svchost.exe          0x7c900000 True   True   True  \WINDOWS\system32\ntdll.dll
    1112 svchost.exe          0x76b40000 True   True   True  \WINDOWS\system32\winmm.dll
    1112 svchost.exe          0x77f60000 True   True   True  \WINDOWS\system32\shlwapi.dll
    1112 svchost.exe          0x77c00000 True   True   True  \WINDOWS\system32\version.dll
    1112 svchost.exe          0x5ad70000 True   True   True  \WINDOWS\system32\uxtheme.dll
    1112 svchost.exe          0x71ab0000 True   True   True  \WINDOWS\system32\ws2_32.dll
    1112 svchost.exe          0x77dd0000 True   True   True  \WINDOWS\system32\advapi32.dll
    1112 svchost.exe          0x77be0000 True   True   True  \WINDOWS\system32\msacm32.dll
    1112 svchost.exe          0x68000000 True   True   True  \WINDOWS\system32\rsaenh.dll
    1112 svchost.exe          0x76d60000 True   True   True  \WINDOWS\system32\iphlpapi.dll
    1112 svchost.exe          0x71a50000 True   True   True  \WINDOWS\system32\mswsock.dll
    1112 svchost.exe          0x77e70000 True   True   True  \WINDOWS\system32\rpcrt4.dll
    1112 svchost.exe          0x6f880000 True   True   True  \WINDOWS\AppPatch\AcGenral.dll
    1112 svchost.exe          0x71a90000 True   True   True  \WINDOWS\system32\wshtcpip.dll
    1112 svchost.exe          0x662b0000 True   True   True  \WINDOWS\system32\hnetcfg.dll
    1112 svchost.exe          0x774e0000 True   True   True  \WINDOWS\system32\ole32.dll
    1112 svchost.exe          0x7e410000 True   True   True  \WINDOWS\system32\user32.dll
    1112 svchost.exe          0x77f10000 True   True   True  \WINDOWS\system32\gdi32.dll
    1112 svchost.exe          0x77120000 True   True   True  \WINDOWS\system32\oleaut32.dll
    1112 svchost.exe          0x76770000 True   True   True  \WINDOWS\system32\dnsrslvr.dll
    1112 svchost.exe          0x76390000 True   True   True  \WINDOWS\system32\imm32.dll
    1112 svchost.exe          0x769c0000 True   True   True  \WINDOWS\system32\userenv.dll
    1112 svchost.exe          0x7c800000 True   True   True  \WINDOWS\system32\kernel32.dll
    1112 svchost.exe          0x773d0000 True   True   True  \WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83\comctl32.dll
    1112 svchost.exe          0x77c10000 True   True   True  \WINDOWS\system32\msvcrt.dll
    1112 svchost.exe          0x5cb70000 True   True   True  \WINDOWS\system32\shimeng.dll
    1112 svchost.exe          0x7c9c0000 True   True   True  \WINDOWS\system32\shell32.dll
    1112 svchost.exe          0x76f20000 True   True   True  \WINDOWS\system32\dnsapi.dll
    1112 svchost.exe          0x5d090000 True   True   True  \WINDOWS\system32\comctl32.dll
    1112 svchost.exe          0x71aa0000 True   True   True  \WINDOWS\system32\ws2help.dll
    1112 svchost.exe          0x77fe0000 True   True   True  \WINDOWS\system32\secur32.dll
    1284 svchost.exe          0x01000000 True   False  True  \WINDOWS\system32\svchost.exe
    1284 svchost.exe          0x005b0000 True   True   True  \WINDOWS\system32\xpsp2res.dll
    1284 svchost.exe          0x71ab0000 True   True   True  \WINDOWS\system32\ws2_32.dll
    1284 svchost.exe          0x76f60000 True   True   True  \WINDOWS\system32\wldap32.dll
    1284 svchost.exe          0x77c00000 True   True   True  \WINDOWS\system32\version.dll
    1284 svchost.exe          0x5ad70000 True   True   True  \WINDOWS\system32\uxtheme.dll
    1284 svchost.exe          0x77dd0000 True   True   True  \WINDOWS\system32\advapi32.dll
    1284 svchost.exe          0x77be0000 True   True   True  \WINDOWS\system32\msacm32.dll
    1284 svchost.exe          0x7c800000 True   True   True  \WINDOWS\system32\kernel32.dll
    1284 svchost.exe          0x76b40000 True   True   True  \WINDOWS\system32\winmm.dll
    1284 svchost.exe          0x773d0000 True   True   True  \WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83\comctl32.dll
    1284 svchost.exe          0x74c40000 True   True   True  \WINDOWS\system32\lmhsvc.dll
    1284 svchost.exe          0x71a50000 True   True   True  \WINDOWS\system32\mswsock.dll
    1284 svchost.exe          0x77f60000 True   True   True  \WINDOWS\system32\shlwapi.dll
    1284 svchost.exe          0x77e70000 True   True   True  \WINDOWS\system32\rpcrt4.dll
    1284 svchost.exe          0x6f880000 True   True   True  \WINDOWS\AppPatch\AcGenral.dll
    1284 svchost.exe          0x71a90000 True   True   True  \WINDOWS\system32\wshtcpip.dll
    1284 svchost.exe          0x662b0000 True   True   True  \WINDOWS\system32\hnetcfg.dll
    1284 svchost.exe          0x774e0000 True   True   True  \WINDOWS\system32\ole32.dll
    1284 svchost.exe          0x76af0000 True   True   True  \WINDOWS\system32\regsvc.dll
    1284 svchost.exe          0x7e410000 True   True   True  \WINDOWS\system32\user32.dll
    1284 svchost.exe          0x7c900000 True   True   True  \WINDOWS\system32\ntdll.dll
    1284 svchost.exe          0x77f10000 True   True   True  \WINDOWS\system32\gdi32.dll
    1284 svchost.exe          0x77120000 True   True   True  \WINDOWS\system32\oleaut32.dll
    1284 svchost.exe          0x76d60000 True   True   True  \WINDOWS\system32\iphlpapi.dll
    1284 svchost.exe          0x76390000 True   True   True  \WINDOWS\system32\imm32.dll
    1284 svchost.exe          0x769c0000 True   True   True  \WINDOWS\system32\userenv.dll
    1284 svchost.exe          0x76fd0000 True   True   True  \WINDOWS\system32\clbcatq.dll
    1284 svchost.exe          0x765e0000 True   True   True  \WINDOWS\system32\ssdpsrv.dll
    1284 svchost.exe          0x71bf0000 True   True   True  \WINDOWS\system32\samlib.dll
    1284 svchost.exe          0x77690000 True   True   True  \WINDOWS\system32\ntmarta.dll
    1284 svchost.exe          0x77c10000 True   True   True  \WINDOWS\system32\msvcrt.dll
    1284 svchost.exe          0x5cb70000 True   True   True  \WINDOWS\system32\shimeng.dll
    1284 svchost.exe          0x7c9c0000 True   True   True  \WINDOWS\system32\shell32.dll
    1284 svchost.exe          0x77050000 True   True   True  \WINDOWS\system32\comres.dll
    1284 svchost.exe          0x5d090000 True   True   True  \WINDOWS\system32\comctl32.dll
    1284 svchost.exe          0x71aa0000 True   True   True  \WINDOWS\system32\ws2help.dll
    1284 svchost.exe          0x77fe0000 True   True   True  \WINDOWS\system32\secur32.dll
    1792 spoolsv.exe          0x01000000 True   False  True  \WINDOWS\system32\spoolsv.exe
    1792 spoolsv.exe          0x7c800000 True   True   True  \WINDOWS\system32\kernel32.dll
    1792 spoolsv.exe          0x76b40000 True   True   True  \WINDOWS\system32\winmm.dll
    1792 spoolsv.exe          0x72030000 True   True   True  \WINDOWS\system32\tcpmib.dll
    1792 spoolsv.exe          0x76f60000 True   True   True  \WINDOWS\system32\wldap32.dll
    1792 spoolsv.exe          0x77c00000 True   True   True  \WINDOWS\system32\version.dll
    1792 spoolsv.exe          0x5ad70000 True   True   True  \WINDOWS\system32\uxtheme.dll
    1792 spoolsv.exe          0x767a0000 True   True   True  \WINDOWS\system32\ntdsapi.dll
    1792 spoolsv.exe          0x76c90000 True   True   True  \WINDOWS\system32\imagehlp.dll
    1792 spoolsv.exe          0x76fc0000 True   True   True  \WINDOWS\system32\rasadhlp.dll
    1792 spoolsv.exe          0x71ab0000 True   True   True  \WINDOWS\system32\ws2_32.dll
    1792 spoolsv.exe          0x77dd0000 True   True   True  \WINDOWS\system32\advapi32.dll
    1792 spoolsv.exe          0x77a80000 True   True   True  \WINDOWS\system32\crypt32.dll
    1792 spoolsv.exe          0x77be0000 True   True   True  \WINDOWS\system32\msacm32.dll
    1792 spoolsv.exe          0x72400000 True   True   True  \WINDOWS\system32\tcpmon.dll
    1792 spoolsv.exe          0x76f20000 True   True   True  \WINDOWS\system32\dnsapi.dll
    1792 spoolsv.exe          0x71f60000 True   True   True  \WINDOWS\system32\snmpapi.dll
    1792 spoolsv.exe          0x72020000 True   True   True  \WINDOWS\system32\mgmtapi.dll
    1792 spoolsv.exe          0x773d0000 True   True   True  \WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83\comctl32.dll
    1792 spoolsv.exe          0x71a50000 True   True   True  \WINDOWS\system32\mswsock.dll
    1792 spoolsv.exe          0x5b860000 True   True   True  \WINDOWS\system32\netapi32.dll
    1792 spoolsv.exe          0x77e70000 True   True   True  \WINDOWS\system32\rpcrt4.dll
    1792 spoolsv.exe          0x6f880000 True   True   True  \WINDOWS\AppPatch\AcGenral.dll
    1792 spoolsv.exe          0x71a90000 True   True   True  \WINDOWS\system32\wshtcpip.dll
    1792 spoolsv.exe          0x662b0000 True   True   True  \WINDOWS\system32\hnetcfg.dll
    1792 spoolsv.exe          0x75c10000 True   True   True  \WINDOWS\system32\win32spl.dll
    1792 spoolsv.exe          0x76c60000 True   True   True  \WINDOWS\system32\sfc_os.dll
    1792 spoolsv.exe          0x71ad0000 True   True   True  \WINDOWS\system32\wsock32.dll
    1792 spoolsv.exe          0x774e0000 True   True   True  \WINDOWS\system32\ole32.dll
    1792 spoolsv.exe          0x7e410000 True   True   True  \WINDOWS\system32\user32.dll
    1792 spoolsv.exe          0x7c900000 True   True   True  \WINDOWS\system32\ntdll.dll
    1792 spoolsv.exe          0x73000000 True   True   True  \WINDOWS\system32\winspool.drv
    1792 spoolsv.exe          0x77f10000 True   True   True  \WINDOWS\system32\gdi32.dll
    1792 spoolsv.exe          0x77120000 True   True   True  \WINDOWS\system32\oleaut32.dll
    1792 spoolsv.exe          0x76d60000 True   True   True  \WINDOWS\system32\iphlpapi.dll
    1792 spoolsv.exe          0x76fb0000 True   True   True  \WINDOWS\system32\winrnr.dll
    1792 spoolsv.exe          0x77b20000 True   True   True  \WINDOWS\system32\msasn1.dll
    1792 spoolsv.exe          0x76390000 True   True   True  \WINDOWS\system32\imm32.dll
    1792 spoolsv.exe          0x75bb0000 True   True   True  \WINDOWS\system32\localspl.dll
    1792 spoolsv.exe          0x77c10000 True   True   True  \WINDOWS\system32\msvcrt.dll
    1792 spoolsv.exe          0x769c0000 True   True   True  \WINDOWS\system32\userenv.dll
    1792 spoolsv.exe          0x76fd0000 True   True   True  \WINDOWS\system32\clbcatq.dll
    1792 spoolsv.exe          0x723f0000 True   True   True  \WINDOWS\system32\usbmon.dll
    1792 spoolsv.exe          0x01010000 True   True   True  \WINDOWS\system32\xpsp2res.dll
    1792 spoolsv.exe          0x5cb70000 True   True   True  \WINDOWS\system32\shimeng.dll
    1792 spoolsv.exe          0x76c30000 True   True   True  \WINDOWS\system32\wintrust.dll
    1792 spoolsv.exe          0x7c9c0000 True   True   True  \WINDOWS\system32\shell32.dll
    1792 spoolsv.exe          0x77050000 True   True   True  \WINDOWS\system32\comres.dll
    1792 spoolsv.exe          0x74280000 True   True   True  \WINDOWS\system32\pjlmon.dll
    1792 spoolsv.exe          0x5d090000 True   True   True  \WINDOWS\system32\comctl32.dll
    1792 spoolsv.exe          0x77f60000 True   True   True  \WINDOWS\system32\shlwapi.dll
    1792 spoolsv.exe          0x71aa0000 True   True   True  \WINDOWS\system32\ws2help.dll
    1792 spoolsv.exe          0x742a0000 True   True   True  \WINDOWS\system32\cnbjmon.dll
    1792 spoolsv.exe          0x72010000 True   True   True  \WINDOWS\system32\wsnmp32.dll
    1792 spoolsv.exe          0x742e0000 True   True   True  \WINDOWS\system32\spoolss.dll
    1792 spoolsv.exe          0x71c80000 True   True   True  \WINDOWS\system32\netrap.dll
    1792 spoolsv.exe          0x755c0000 True   True   True  \WINDOWS\system32\MSCTFIME.IME
    1792 spoolsv.exe          0x74300000 True   True   True  \WINDOWS\system32\inetpp.dll
    1792 spoolsv.exe          0x77fe0000 True   True   True  \WINDOWS\system32\secur32.dll
     496 svchost.exe          0x01000000 True   False  True  \WINDOWS\system32\svchost.exe
     496 svchost.exe          0x008c0000 True   True   True  \WINDOWS\system32\normaliz.dll
     496 svchost.exe          0x78130000 True   True   True  \WINDOWS\system32\urlmon.dll
     496 svchost.exe          0x3d930000 True   True   True  \WINDOWS\system32\wininet.dll
     496 svchost.exe          0x76f60000 True   True   True  \WINDOWS\system32\wldap32.dll
     496 svchost.exe          0x77c00000 True   True   True  \WINDOWS\system32\version.dll
     496 svchost.exe          0x5ad70000 True   True   True  \WINDOWS\system32\uxtheme.dll
     496 svchost.exe          0x005b0000 True   True   True  \WINDOWS\system32\xpsp2res.dll
     496 svchost.exe          0x77fe0000 True   True   True  \WINDOWS\system32\secur32.dll
     496 svchost.exe          0x77be0000 True   True   True  \WINDOWS\system32\msacm32.dll
     496 svchost.exe          0x7c800000 True   True   True  \WINDOWS\system32\kernel32.dll
     496 svchost.exe          0x76b40000 True   True   True  \WINDOWS\system32\winmm.dll
     496 svchost.exe          0x773d0000 True   True   True  \WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83\comctl32.dll
     496 svchost.exe          0x77f60000 True   True   True  \WINDOWS\system32\shlwapi.dll
     496 svchost.exe          0x77e70000 True   True   True  \WINDOWS\system32\rpcrt4.dll
     496 svchost.exe          0x6f880000 True   True   True  \WINDOWS\AppPatch\AcGenral.dll
     496 svchost.exe          0x77690000 True   True   True  \WINDOWS\system32\ntmarta.dll
     496 svchost.exe          0x71ab0000 True   True   True  \WINDOWS\system32\ws2_32.dll
     496 svchost.exe          0x774e0000 True   True   True  \WINDOWS\system32\ole32.dll
     496 svchost.exe          0x7e410000 True   True   True  \WINDOWS\system32\user32.dll
     496 svchost.exe          0x7c900000 True   True   True  \WINDOWS\system32\ntdll.dll
     496 svchost.exe          0x77f10000 True   True   True  \WINDOWS\system32\gdi32.dll
     496 svchost.exe          0x77120000 True   True   True  \WINDOWS\system32\oleaut32.dll
     496 svchost.exe          0x5cb70000 True   True   True  \WINDOWS\system32\shimeng.dll
     496 svchost.exe          0x76390000 True   True   True  \WINDOWS\system32\imm32.dll
     496 svchost.exe          0x769c0000 True   True   True  \WINDOWS\system32\userenv.dll
     496 svchost.exe          0x3dfd0000 True   True   True  \WINDOWS\system32\iertutil.dll
     496 svchost.exe          0x71bf0000 True   True   True  \WINDOWS\system32\samlib.dll
     496 svchost.exe          0x77c10000 True   True   True  \WINDOWS\system32\msvcrt.dll
     496 svchost.exe          0x77dd0000 True   True   True  \WINDOWS\system32\advapi32.dll
     496 svchost.exe          0x7c9c0000 True   True   True  \WINDOWS\system32\shell32.dll
     496 svchost.exe          0x5d090000 True   True   True  \WINDOWS\system32\comctl32.dll
     496 svchost.exe          0x71aa0000 True   True   True  \WINDOWS\system32\ws2help.dll
     496 svchost.exe          0x5a6e0000 True   True   True  \WINDOWS\system32\webclnt.dll
     608 jqs.exe              0x00400000 True   False  True  \Program Files\Java\jre6\bin\jqs.exe
     608 jqs.exe              0x7c800000 True   True   True  \WINDOWS\system32\kernel32.dll
     608 jqs.exe              0x7c340000 True   True   True  \Program Files\Java\jre6\bin\msvcr71.dll
     608 jqs.exe              0x77e70000 True   True   True  \WINDOWS\system32\rpcrt4.dll
     608 jqs.exe              0x77f10000 True   True   True  \WINDOWS\system32\gdi32.dll
     608 jqs.exe              0x77dd0000 True   True   True  \WINDOWS\system32\advapi32.dll
     608 jqs.exe              0x7e410000 True   True   True  \WINDOWS\system32\user32.dll
     608 jqs.exe              0x7c900000 True   True   True  \WINDOWS\system32\ntdll.dll
     608 jqs.exe              0x77c10000 True   True   True  \WINDOWS\system32\msvcrt.dll
     608 jqs.exe              0x77fe0000 True   True   True  \WINDOWS\system32\secur32.dll
     756 winvnc4.exe          0x00400000 True   False  True  \Program Files\RealVNC\VNC4\winvnc4.exe
     756 winvnc4.exe          0x7c800000 True   True   True  \WINDOWS\system32\kernel32.dll
     756 winvnc4.exe          0x77f60000 True   True   True  \WINDOWS\system32\shlwapi.dll
     756 winvnc4.exe          0x773d0000 True   True   True  \WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83\comctl32.dll
     756 winvnc4.exe          0x76360000 True   True   True  \WINDOWS\system32\winsta.dll
     756 winvnc4.exe          0x5ad70000 True   True   True  \WINDOWS\system32\uxtheme.dll
     756 winvnc4.exe          0x76fc0000 True   True   True  \WINDOWS\system32\rasadhlp.dll
     756 winvnc4.exe          0x77dd0000 True   True   True  \WINDOWS\system32\advapi32.dll
     756 winvnc4.exe          0x76f60000 True   True   True  \WINDOWS\system32\wldap32.dll
     756 winvnc4.exe          0x77c00000 True   True   True  \WINDOWS\system32\version.dll
     756 winvnc4.exe          0x71aa0000 True   True   True  \WINDOWS\system32\ws2help.dll
     756 winvnc4.exe          0x71a50000 True   True   True  \WINDOWS\system32\mswsock.dll
     756 winvnc4.exe          0x5b860000 True   True   True  \WINDOWS\system32\netapi32.dll
     756 winvnc4.exe          0x77e70000 True   True   True  \WINDOWS\system32\rpcrt4.dll
     756 winvnc4.exe          0x71a90000 True   True   True  \WINDOWS\system32\wshtcpip.dll
     756 winvnc4.exe          0x71ab0000 True   True   True  \WINDOWS\system32\ws2_32.dll
     756 winvnc4.exe          0x774e0000 True   True   True  \WINDOWS\system32\ole32.dll
     756 winvnc4.exe          0x7e410000 True   True   True  \WINDOWS\system32\user32.dll
     756 winvnc4.exe          0x7c900000 True   True   True  \WINDOWS\system32\ntdll.dll
     756 winvnc4.exe          0x76390000 True   True   True  \WINDOWS\system32\imm32.dll
     756 winvnc4.exe          0x76fb0000 True   True   True  \WINDOWS\system32\winrnr.dll
     756 winvnc4.exe          0x755c0000 True   True   True  \WINDOWS\system32\MSCTFIME.IME
     756 winvnc4.exe          0x662b0000 True   True   True  \WINDOWS\system32\hnetcfg.dll
     756 winvnc4.exe          0x77c10000 True   True   True  \WINDOWS\system32\msvcrt.dll
     756 winvnc4.exe          0x77f10000 True   True   True  \WINDOWS\system32\gdi32.dll
     756 winvnc4.exe          0x7c9c0000 True   True   True  \WINDOWS\system32\shell32.dll
     756 winvnc4.exe          0x76f20000 True   True   True  \WINDOWS\system32\dnsapi.dll
     756 winvnc4.exe          0x77fe0000 True   True   True  \WINDOWS\system32\secur32.dll
    1416 explorer.exe         0x00400000 True   True   True  \WINDOWS\system32\normaliz.dll
    1416 explorer.exe         0x01000000 True   False  True  \WINDOWS\explorer.exe
    1416 explorer.exe         0x71b40000 True   True   True  \WINDOWS\system32\netmsg.dll
    1416 explorer.exe         0x76f60000 True   True   True  \WINDOWS\system32\wldap32.dll
    1416 explorer.exe         0x77c00000 True   True   True  \WINDOWS\system32\version.dll
    1416 explorer.exe         0x10000000 True   True   True  \Program Files\Common Files\Adobe\Acrobat\ActiveX\pdfshell.dll
    1416 explorer.exe         0x3dfd0000 True   True   True  \WINDOWS\system32\iertutil.dll
    1416 explorer.exe         0x77fe0000 True   True   True  \WINDOWS\system32\secur32.dll
    1416 explorer.exe         0x76c00000 True   True   True  \WINDOWS\system32\credui.dll
    1416 explorer.exe         0x76380000 True   True   True  \WINDOWS\system32\msimg32.dll
    1416 explorer.exe         0x77b20000 True   True   True  \WINDOWS\system32\msasn1.dll
    1416 explorer.exe         0x5dcd0000 True   True   True  \WINDOWS\system32\eappprxy.dll
    1416 explorer.exe         0x71c80000 True   True   True  \WINDOWS\system32\netrap.dll
    1416 explorer.exe         0x7e290000 True   True   True  \WINDOWS\system32\shdocvw.dll
    1416 explorer.exe         0x74ad0000 True   True   True  \WINDOWS\system32\powrprof.dll
    1416 explorer.exe         0x01920000 False  False  False \WINDOWS\system32\en-US\ieframe.dll.mui
    1416 explorer.exe         0x76390000 True   True   True  \WINDOWS\system32\imm32.dll
    1416 explorer.exe         0x77c10000 True   True   True  \WINDOWS\system32\msvcrt.dll
    1416 explorer.exe         0x755c0000 True   True   True  \WINDOWS\system32\MSCTFIME.IME
    1416 explorer.exe         0x7d1e0000 True   True   True  \WINDOWS\system32\msi.dll
    1416 explorer.exe         0x7e410000 True   True   True  \WINDOWS\system32\user32.dll
    1416 explorer.exe         0x76c90000 True   True   True  \WINDOWS\system32\imagehlp.dll
    1416 explorer.exe         0x77a20000 True   True   True  \WINDOWS\system32\cscui.dll
    1416 explorer.exe         0x42120000 True   True   True  \WINDOWS\system32\twext.dll
    1416 explorer.exe         0x4ec50000 True   True   True  \WINDOWS\WinSxS\x86_Microsoft.Windows.GdiPlus_6595b64144ccf1df_1.0.6001.22319_x-ww_f0b4c2df\GdiPlus.dll
    1416 explorer.exe         0x76e80000 True   True   True  \WINDOWS\system32\rtutils.dll
    1416 explorer.exe         0x71aa0000 True   True   True  \WINDOWS\system32\ws2help.dll
    1416 explorer.exe         0x71cd0000 True   True   True  \WINDOWS\system32\netui0.dll
    1416 explorer.exe         0x71b20000 True   True   True  \WINDOWS\system32\mpr.dll
    1416 explorer.exe         0x78130000 True   True   True  \WINDOWS\system32\urlmon.dll
    1416 explorer.exe         0x77f60000 True   True   True  \WINDOWS\system32\shlwapi.dll
    1416 explorer.exe         0x76360000 True   True   True  \WINDOWS\system32\winsta.dll
    1416 explorer.exe         0x75970000 True   True   True  \WINDOWS\system32\msgina.dll
    1416 explorer.exe         0x75f80000 True   True   True  \WINDOWS\system32\browseui.dll
    1416 explorer.exe         0x77b40000 True   True   True  \WINDOWS\system32\apphelp.dll
    1416 explorer.exe         0x6c1b0000 True   True   True  \WINDOWS\system32\duser.dll
    1416 explorer.exe         0x77dd0000 True   True   True  \WINDOWS\system32\advapi32.dll
    1416 explorer.exe         0x68000000 True   True   True  \WINDOWS\system32\rsaenh.dll
    1416 explorer.exe         0x71ba0000 True   True   True  \WINDOWS\system32\netui2.dll
    1416 explorer.exe         0x76080000 True   True   True  \WINDOWS\system32\msvcp60.dll
    1416 explorer.exe         0x5dca0000 True   True   True  \WINDOWS\system32\onex.dll
    1416 explorer.exe         0x478c0000 True   True   True  \WINDOWS\system32\dot3api.dll
    1416 explorer.exe         0x774e0000 True   True   True  \WINDOWS\system32\ole32.dll
    1416 explorer.exe         0x74af0000 True   True   True  \WINDOWS\system32\batmeter.dll
    1416 explorer.exe         0x6c330000 True   True   True  \Program Files\AVG\AVG9\avgse.dll
    1416 explorer.exe         0x76f50000 True   True   True  \WINDOWS\system32\wtsapi32.dll
    1416 explorer.exe         0x5cb70000 True   True   True  \WINDOWS\system32\shimeng.dll
    1416 explorer.exe         0x763b0000 True   True   True  \WINDOWS\system32\comdlg32.dll
    1416 explorer.exe         0x7c9c0000 True   True   True  \WINDOWS\system32\shell32.dll
    1416 explorer.exe         0x76fd0000 True   True   True  \WINDOWS\system32\clbcatq.dll
    1416 explorer.exe         0x71bf0000 True   True   True  \WINDOWS\system32\samlib.dll
    1416 explorer.exe         0x3d930000 True   True   True  \WINDOWS\system32\wininet.dll
    1416 explorer.exe         0x77050000 True   True   True  \WINDOWS\system32\comres.dll
    1416 explorer.exe         0x76280000 True   True   True  \WINDOWS\system32\stobject.dll
    1416 explorer.exe         0x75cf0000 True   True   True  \WINDOWS\system32\mlang.dll
    1416 explorer.exe         0x76b40000 True   True   True  \WINDOWS\system32\winmm.dll
    1416 explorer.exe         0x76990000 True   True   True  \WINDOWS\system32\ntshrui.dll
    1416 explorer.exe         0x745b0000 True   True   True  \WINDOWS\system32\eappcfg.dll
    1416 explorer.exe         0x76400000 True   True   True  \WINDOWS\system32\netshell.dll
    1416 explorer.exe         0x769c0000 True   True   True  \WINDOWS\system32\userenv.dll
    1416 explorer.exe         0x5b860000 True   True   True  \WINDOWS\system32\netapi32.dll
    1416 explorer.exe         0x77e70000 True   True   True  \WINDOWS\system32\rpcrt4.dll
    1416 explorer.exe         0x01480000 True   True   True  \WINDOWS\system32\xpsp2res.dll
    1416 explorer.exe         0x77cc0000 True   True   True  \WINDOWS\system32\activeds.dll
    1416 explorer.exe         0x77120000 True   True   True  \WINDOWS\system32\oleaut32.dll
    1416 explorer.exe         0x74720000 True   True   True  \WINDOWS\system32\MSCTF.dll
    1416 explorer.exe         0x75f70000 True   True   True  \WINDOWS\system32\davclnt.dll
    1416 explorer.exe         0x723d0000 True   True   True  \WINDOWS\system32\winscard.dll
    1416 explorer.exe         0x76600000 True   True   True  \WINDOWS\system32\cscdll.dll
    1416 explorer.exe         0x5fc10000 True   True   True  \WINDOWS\system32\msutb.dll
    1416 explorer.exe         0x773d0000 True   True   True  \WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83\comctl32.dll
    1416 explorer.exe         0x02e40000 True   True   True  \WINDOWS\system32\odbcint.dll
    1416 explorer.exe         0x5ba60000 True   True   True  \WINDOWS\system32\themeui.dll
    1416 explorer.exe         0x71c90000 True   True   True  \WINDOWS\system32\netui1.dll
    1416 explorer.exe         0x77be0000 True   True   True  \WINDOWS\system32\msacm32.dll
    1416 explorer.exe         0x754d0000 True   True   True  \WINDOWS\system32\cryptui.dll
    1416 explorer.exe         0x5ee60000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\shlxthdl\shlxthdl.dll
    1416 explorer.exe         0x74320000 True   True   True  \WINDOWS\system32\odbc32.dll
    1416 explorer.exe         0x75f60000 True   True   True  \WINDOWS\system32\drprov.dll
    1416 explorer.exe         0x02be0000 True   True   True  \WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.4053_x-ww_e6967989\msvcr80.dll
    1416 explorer.exe         0x71800000 True   True   True  \WINDOWS\system32\shdoclc.dll
    1416 explorer.exe         0x76e10000 True   True   True  \WINDOWS\system32\adsldpc.dll
    1416 explorer.exe         0x03360000 False  False  False \WINDOWS\Resources\Themes\Luna\Shell\NormalColor\shellstyle.dll
    1416 explorer.exe         0x7c420000 True   True   True  \WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.4053_x-ww_e6967989\msvcp80.dll
    1416 explorer.exe         0x01c60000 True   True   True  \WINDOWS\system32\webcheck.dll
